carat,cut,color,clarity,depth,table,x,y,z,price
1.12,Premium,H,SI1,62.4,56.0,6.74,6.63,4.17,4994
0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013
0.57,Premium,G,VS1,60.5,58.0,5.39,5.32,3.24,1746
0.53,Very Good,E,VS1,61.9,59.0,5.16,5.21,3.21,1830
1.04,Ideal,E,SI1,62.0,57.0,6.47,6.5,4.02,4530
0.9,Ideal,G,VS2,62.4,54.0,6.22,6.19,3.87,4309
2.18,Ideal,I,SI2,62.5,55.0,8.31,8.34,5.2,15706
1.2,Very Good,H,VS2,63.3,59.0,6.78,6.74,4.28,6833
1.33,Premium,G,VS1,62.7,58.0,7.01,6.96,4.38,9876
0.42,Very Good,F,VVS2,61.6,59.0,4.83,4.84,2.98,1131
1.01,Premium,I,SI2,61.9,58.0,6.45,6.41,3.98,3054
0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1154
1.01,Ideal,D,SI1,61.2,57.0,6.44,6.47,3.95,5443
0.43,Premium,F,VVS1,61.5,56.0,4.9,4.86,3.0,1422
0.4,Ideal,H,IF,62.7,57.0,4.7,4.68,2.94,1238
2.01,Premium,I,VS2,62.1,59.0,8.06,7.98,4.98,15520
0.91,Very Good,F,SI1,60.4,59.0,6.22,6.26,3.77,4437
1.51,Premium,F,VS2,62.2,60.0,7.25,7.34,4.54,13474
1.5,Premium,G,SI2,61.8,59.0,7.29,7.21,4.48,9072
1.02,Premium,H,VS2,62.5,60.0,6.38,6.43,4.0,5217
1.11,Fair,J,SI2,64.8,55.1,6.44,6.55,4.21,4056
0.42,Very Good,E,VS1,62.1,55.0,4.81,4.85,3.0,1105
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1150
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1882
0.91,Very Good,E,SI2,63.2,56.0,6.08,6.14,3.86,4668
0.9,Very Good,H,VS2,61.6,63.0,6.14,6.1,3.77,3810
0.34,Premium,G,VS2,61.6,60.0,4.47,4.49,2.76,596
0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294
0.71,Ideal,J,VS2,62.4,54.0,5.72,5.76,3.58,1899
0.53,Ideal,G,VVS1,61.2,55.0,5.19,5.23,3.19,2005
0.43,Very Good,G,SI1,62.7,56.0,4.8,4.83,3.02,754
0.7,Good,H,VVS2,62.1,64.0,5.62,5.65,3.5,2767
1.16,Premium,H,SI1,61.2,57.0,6.84,6.76,4.16,5554
0.31,Very Good,E,VS2,62.8,57.0,4.33,4.37,2.73,680
0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905
0.39,Premium,D,VS2,61.3,58.0,4.7,4.73,2.89,958
0.95,Fair,J,SI1,58.0,66.0,6.5,6.46,3.76,3154
1.16,Ideal,G,VS2,62.3,57.0,6.66,6.72,4.17,7074
0.8,Ideal,E,SI2,61.0,55.0,6.0,6.03,3.67,2978
1.5,Premium,G,VS2,59.9,58.0,7.38,7.34,4.41,11189
0.3,Premium,F,SI2,61.3,58.0,4.33,4.28,2.64,506
0.51,Ideal,F,VVS2,61.4,56.0,5.16,5.17,3.17,2025
1.13,Ideal,F,VVS2,62.1,54.0,6.67,6.71,4.16,10742
0.34,Good,H,SI1,63.3,56.0,4.45,4.46,2.82,490
0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,593
0.31,Ideal,H,VVS1,62.2,54.0,4.36,4.39,2.72,707
0.94,Premium,E,SI2,62.4,58.0,6.33,6.26,3.93,4027
1.01,Premium,D,SI1,62.8,58.0,6.37,6.3,3.98,4751
0.7,Very Good,E,SI1,62.3,57.0,5.63,5.7,3.53,2604
0.55,Very Good,F,SI1,59.1,59.0,5.36,5.4,3.18,1370
1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,8852
0.31,Ideal,E,VS2,61.0,56.0,4.38,4.34,2.66,872
0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,745
0.31,Premium,H,VS2,61.3,60.0,4.32,4.36,2.66,489
1.23,Premium,G,SI1,62.5,59.0,6.84,6.77,4.25,6909
0.41,Ideal,F,VS1,62.0,55.0,4.77,4.81,2.97,1007
0.41,Premium,E,SI1,61.3,58.0,4.76,4.8,2.93,755
0.36,Premium,E,VS2,61.8,58.0,4.57,4.52,2.81,1013
0.35,Premium,G,VS1,61.2,58.0,4.51,4.54,2.77,706
0.5,Fair,E,VS2,65.4,57.0,5.01,4.81,3.21,1397
0.24,Ideal,G,IF,61.7,56.0,3.99,4.01,2.47,559
0.38,Ideal,G,SI1,61.8,54.0,4.69,4.67,2.9,969
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4558
0.32,Ideal,H,SI2,61.9,54.0,4.42,4.46,2.75,420
0.31,Ideal,G,IF,61.6,54.0,4.36,4.4,2.7,853
1.6,Fair,D,SI2,64.7,58.0,7.35,7.28,4.73,8666
0.32,Very Good,F,VS1,61.3,55.0,4.41,4.44,2.71,696
0.7,Ideal,E,VS2,61.5,57.0,5.67,5.78,3.52,2980
0.9,Premium,G,SI1,61.3,60.0,6.17,6.14,3.77,3774
0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
0.63,Ideal,F,VS2,61.2,56.0,5.56,5.51,3.39,2182
1.0,Good,H,SI1,61.5,64.0,6.38,6.41,3.93,4568
0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,530
0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144
0.32,Premium,H,VVS1,61.4,58.0,4.42,4.37,2.7,936
1.2,Premium,F,SI2,62.8,57.0,6.78,6.73,4.24,5988
1.01,Good,F,VS2,62.1,58.0,6.28,6.35,3.92,6288
0.3,Ideal,H,IF,61.5,56.0,4.31,4.34,2.66,789
0.91,Premium,F,SI2,58.9,61.0,6.36,6.33,3.74,3546
1.02,Ideal,H,SI1,60.0,59.0,6.56,6.55,3.93,4724
1.01,Very Good,G,VS2,62.9,60.0,6.28,6.35,3.97,5779
1.06,Ideal,G,VVS1,61.6,57.0,6.55,6.53,4.03,8643
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7217
0.74,Ideal,F,VVS2,61.5,55.0,5.85,5.82,3.59,3879
1.21,Premium,G,SI2,60.3,58.0,6.96,6.9,4.18,5529
0.9,Premium,I,VS2,63.0,59.0,6.1,6.06,3.83,3292
0.34,Ideal,G,VS2,62.2,53.0,4.46,4.51,2.79,596
1.22,Premium,D,VS2,59.4,59.0,6.99,6.92,4.13,9756
1.47,Very Good,E,VS2,62.4,59.0,7.13,7.2,4.47,12547
1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,7223
2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17891
1.01,Good,E,SI2,63.9,58.0,6.31,6.37,4.05,3546
0.3,Good,H,VVS1,63.3,59.0,4.22,4.28,2.69,684
1.11,Premium,H,SI1,,58.0,6.63,6.59,4.09,4960
0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58,2832
0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,2106
0.51,Ideal,D,VS1,62.5,57.0,5.13,5.08,3.19,1873
0.41,Very Good,J,VS1,60.8,61.0,4.72,4.79,2.89,647
0.52,Ideal,H,VS2,61.6,55.0,5.17,5.19,3.19,1374
0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401
1.2,Premium,H,SI2,,58.0,6.76,6.81,4.24,5280
1.22,Ideal,I,SI1,61.7,57.0,6.85,6.82,4.22,6012
0.73,Premium,G,VS2,60.7,58.0,5.87,5.82,3.55,2770
1.06,Ideal,I,VS2,61.6,57.0,6.53,6.58,4.04,5748
0.55,Ideal,H,SI1,61.5,54.0,5.3,5.33,3.27,1134
1.11,Premium,H,VS2,60.9,57.0,6.77,6.69,4.1,5395
1.75,Ideal,H,I1,,54.9,7.75,7.78,4.78,7276
0.53,Ideal,F,SI1,60.0,57.0,5.3,5.27,3.17,1908
0.32,Very Good,D,VS2,61.8,57.0,4.35,4.36,2.69,758
0.59,Premium,J,VS2,62.7,61.0,5.35,5.28,3.33,1055
0.27,Ideal,G,VS2,61.5,56.0,4.16,4.18,2.56,490
0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,446
0.71,Ideal,E,SI1,61.7,55.0,5.73,5.77,3.55,3376
1.02,Ideal,E,VS2,61.0,56.0,6.53,6.51,3.98,8225
2.0,Fair,F,I1,64.9,57.0,7.99,7.82,5.14,7258
0.92,Fair,F,SI1,64.9,58.0,6.1,6.04,3.94,3117
0.35,Very Good,E,SI1,62.7,57.0,4.47,4.52,2.82,614
0.41,Ideal,F,VS2,,57.0,4.78,4.73,2.98,1107
0.5,Ideal,E,VS2,61.3,55.0,5.13,5.15,3.15,1695
1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8950
0.72,Very Good,I,VS1,60.7,56.0,5.78,5.82,3.52,2401
1.2,Premium,J,SI1,60.6,59.0,6.88,6.84,4.16,4838
0.71,Premium,G,SI1,61.3,57.0,5.74,5.72,3.51,2386
0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,1151
0.4,Ideal,G,VS2,61.2,57.0,4.73,4.78,2.91,807
0.6,Premium,E,SI1,59.4,60.0,5.57,5.51,3.29,1771
1.06,Ideal,F,I1,61.8,55.0,6.55,6.58,4.06,3544
1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1436
0.3,Very Good,J,VS1,,57.0,4.26,4.23,2.69,506
0.52,Ideal,F,IF,61.7,57.0,5.13,5.17,3.18,2733
0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4466
1.17,Premium,D,VS1,61.7,59.0,6.72,6.77,4.16,9934
0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,768
0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44,2335
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5166
0.24,Ideal,G,VVS1,62.2,56.0,4.0,4.04,2.5,559
1.0,Premium,G,SI1,60.8,58.0,6.48,6.45,3.93,4816
2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,16319
0.57,Ideal,I,VS1,62.2,55.0,5.28,5.33,3.3,1448
0.5,Ideal,E,VVS2,61.1,57.0,5.13,5.15,3.14,2165
0.78,Ideal,E,SI1,62.1,58.0,5.86,5.9,3.65,3146
0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,369
0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,816
4.01,Premium,J,I1,62.5,62.0,10.02,9.94,6.24,15223
0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,851
0.37,Premium,E,VS2,61.0,59.0,4.6,4.65,2.82,692
1.51,Premium,I,SI2,62.6,59.0,7.31,7.28,4.57,7292
1.09,Very Good,G,SI2,62.1,57.0,6.58,6.63,4.1,4591
0.33,Premium,G,VS2,62.1,56.0,4.44,4.41,2.75,743
0.31,Premium,E,SI1,62.6,60.0,4.35,4.31,2.71,698
1.09,Ideal,H,SI1,62.3,55.0,6.61,6.58,4.11,5219
0.34,Ideal,E,VS1,61.8,56.0,4.51,4.47,2.78,1033
0.31,Ideal,G,IF,61.0,56.0,4.38,4.37,2.67,988
1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,12592
1.03,Ideal,G,VVS2,60.7,57.0,6.5,6.58,3.97,8385
0.79,Ideal,D,SI1,61.1,57.0,5.94,6.0,3.65,3209
1.1,Ideal,F,VVS2,61.2,56.0,6.71,6.64,4.08,9343
0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
0.55,Very Good,E,VS2,62.1,60.0,5.19,5.24,3.24,1744
1.0,Premium,G,VS2,60.1,57.0,6.42,6.35,3.84,6272
0.71,Very Good,G,VS1,64.0,56.0,5.65,5.67,3.62,2630
0.35,Very Good,E,VS2,61.9,61.0,4.5,4.54,2.8,716
1.01,Ideal,J,SI2,61.9,55.3,6.43,6.5,4.01,4099
1.12,Premium,I,SI1,60.6,60.0,6.77,6.73,4.09,4390
1.01,Very Good,I,SI1,63.4,55.0,6.39,6.35,4.04,4185
0.82,Premium,E,SI1,61.2,61.0,5.98,5.95,3.65,3211
0.73,Ideal,F,VVS1,61.4,56.0,5.8,5.81,3.56,5154
1.1,Premium,I,SI2,59.7,62.0,6.8,6.64,4.01,3604
1.55,Premium,H,VS2,60.7,58.0,7.51,7.47,4.55,11567
1.29,Premium,F,VS1,61.3,61.0,7.05,6.95,4.29,10801
0.38,Premium,I,VS1,59.9,60.0,4.72,4.66,2.81,898
0.37,Very Good,D,VS1,61.1,58.0,4.66,4.7,2.86,820
1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557
0.37,Premium,E,VVS2,59.6,60.0,4.75,4.68,2.81,971
0.55,Ideal,G,VVS1,61.2,56.0,5.27,5.29,3.23,2632
1.01,Good,H,VVS2,63.3,57.0,6.35,6.39,4.03,5988
1.16,Ideal,G,IF,59.9,57.0,6.85,6.93,4.13,10368
0.41,Ideal,G,VVS1,62.4,53.0,4.79,4.8,2.99,1068
0.9,Very Good,E,VS2,61.3,58.0,6.16,6.23,3.8,5887
1.01,Premium,G,VVS2,60.9,59.0,6.54,6.59,4.0,6843
0.25,Very Good,F,VS1,62.1,58.0,4.0,4.05,2.5,436
0.32,Ideal,E,VS2,62.1,54.0,4.42,4.4,2.74,900
1.05,Ideal,F,SI2,60.3,55.0,6.55,6.68,3.99,4987
0.34,Ideal,G,VS2,62.2,55.0,4.5,4.47,2.79,765
1.54,Ideal,G,SI2,62.3,60.0,7.29,7.34,4.56,8923
0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
0.51,Ideal,F,VVS2,62.2,55.0,5.12,5.11,3.18,1998
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4432
0.25,Very Good,F,VVS2,59.0,58.0,4.1,4.14,2.43,575
0.3,Ideal,G,VVS2,60.6,57.0,4.33,4.35,2.63,684
0.33,Ideal,G,IF,61.6,56.0,4.48,4.45,2.75,1052
0.31,Ideal,D,SI1,62.0,55.0,4.36,4.38,2.71,571
0.5,Ideal,H,SI1,61.3,54.0,5.12,5.16,3.15,1666
1.52,Premium,J,VS1,62.4,59.0,7.31,7.36,4.58,8110
1.09,Premium,G,VS2,60.9,56.0,6.7,6.67,4.07,6504
0.3,Ideal,F,VS1,62.0,55.0,4.3,4.34,2.68,658
0.4,Good,F,SI1,63.1,58.0,4.66,4.69,2.95,687
0.91,Very Good,G,SI2,63.2,61.0,6.27,6.01,3.88,3282
1.68,Very Good,G,VS2,62.7,58.0,7.51,7.54,4.72,14192
0.97,Ideal,H,SI2,60.7,55.0,6.47,6.41,3.91,3729
1.25,Premium,H,SI2,61.2,62.0,6.95,6.84,4.22,5740
0.5,Premium,F,SI1,62.4,57.0,5.13,5.1,3.19,1838
0.58,Ideal,H,IF,61.6,57.0,5.34,5.37,3.3,2211
1.19,Very Good,F,SI1,60.8,59.0,6.85,6.89,4.18,6526
0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,4156
1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,5771
0.9,Premium,I,VS2,58.7,60.0,6.35,6.28,3.7,2923
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4858
0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56,2821
0.38,Ideal,H,VS1,61.7,55.0,4.65,4.7,2.89,955
0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62,3219
0.75,Premium,G,VS2,61.7,58.0,5.85,5.79,3.59,2760
1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08,7900
1.14,Very Good,H,SI1,59.2,58.0,6.8,6.86,4.04,4890
1.25,Ideal,J,VVS2,61.1,57.0,6.91,6.94,4.23,5975
0.39,Premium,G,VS1,62.4,57.0,4.68,4.62,2.9,1097
1.53,Good,F,VS1,60.8,61.0,7.31,7.39,4.47,15619
0.33,Ideal,D,VVS2,,57.0,4.52,4.47,2.71,1062
2.01,Premium,H,SI2,61.5,59.0,8.12,8.08,4.98,11635
1.22,Ideal,I,VS2,60.4,57.0,6.91,6.99,4.2,7430
0.24,Very Good,F,VVS2,62.0,58.0,3.95,3.98,2.46,552
0.51,Premium,H,VS1,62.5,58.0,5.12,5.09,3.19,1443
1.17,Ideal,G,SI2,62.6,55.0,6.74,6.78,4.23,5743
0.5,Ideal,H,SI2,62.3,56.0,5.14,5.09,3.19,1119
0.9,Fair,F,VS1,66.2,55.0,6.11,5.97,4.0,4183
1.5,Fair,E,SI1,58.2,66.0,7.45,7.4,4.32,11128
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,775
1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595
0.5,Very Good,H,VS1,62.5,59.0,5.01,5.04,3.14,1429
0.41,Ideal,D,VVS1,,56.0,4.77,4.74,2.98,1413
0.3,Premium,I,VS1,61.7,59.0,4.3,4.26,2.64,608
0.83,Ideal,J,VS2,62.3,55.0,6.01,6.03,3.75,2742
1.26,Very Good,G,VVS2,60.9,56.0,6.95,7.01,4.25,10020
0.53,Ideal,D,VS1,61.6,56.0,5.23,5.19,3.21,2340
1.41,Ideal,G,VS1,60.4,57.0,7.22,7.31,4.39,11009
2.02,Very Good,H,SI2,60.8,60.0,8.07,8.15,4.93,14498
1.01,Ideal,E,SI1,61.6,57.0,6.44,6.49,3.98,5206
1.56,Premium,H,VS2,62.4,58.0,7.44,7.39,4.63,10331
0.59,Premium,D,SI2,61.2,60.0,5.42,5.37,3.3,1572
0.77,Premium,E,SI2,62.5,60.0,5.84,5.8,3.64,2171
1.2,Premium,G,VS1,62.9,59.0,6.75,6.69,4.23,5975
1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,6288
1.01,Ideal,I,VS2,62.6,54.0,6.4,6.45,4.02,4239
0.33,Ideal,D,VS2,62.5,55.0,4.45,4.41,2.77,1002
0.31,Premium,H,VS2,62.2,59.0,4.38,4.34,2.71,628
1.06,Ideal,F,SI2,62.7,56.0,6.52,6.47,4.07,3461
0.36,Premium,F,VS2,61.4,58.0,4.56,4.6,2.81,726
0.3,Very Good,I,VVS2,62.1,56.0,4.27,4.31,2.66,533
1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029
1.26,Premium,H,SI2,60.9,57.0,7.03,6.96,4.26,5434
0.32,Premium,D,SI1,60.4,58.0,4.47,4.44,2.69,756
0.3,Ideal,F,VVS1,61.2,55.0,4.33,4.36,2.66,802
0.55,Ideal,E,SI1,60.9,56.0,5.32,5.28,3.23,1556
0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,954
0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,477
0.34,Ideal,F,VS2,61.6,57.0,4.53,4.47,2.77,880
0.51,Ideal,H,VS1,61.1,56.0,5.11,5.16,3.14,1438
0.7,Very Good,G,VS2,61.8,55.0,5.69,5.74,3.53,3026
0.4,Good,G,SI1,63.3,58.0,4.66,4.69,2.96,655
0.41,Ideal,I,VVS1,61.0,56.0,4.79,4.82,2.93,875
0.73,Ideal,G,VVS1,61.9,57.0,5.76,5.8,3.58,3669
0.31,Ideal,G,SI2,60.5,57.0,4.36,4.4,2.65,408
0.42,Ideal,H,VVS2,62.4,56.0,4.8,4.78,2.99,984
0.33,Ideal,D,SI2,62.4,57.0,4.42,4.39,2.75,631
1.75,Very Good,D,SI1,61.4,60.0,7.76,7.8,4.78,15544
0.56,Premium,G,VS2,62.5,57.0,5.28,5.25,3.29,1698
0.62,Fair,J,SI1,65.4,59.0,5.39,5.28,3.49,1101
0.38,Ideal,E,SI1,,53.8,4.63,4.67,2.88,693
0.52,Ideal,D,SI1,60.0,56.0,5.24,5.19,3.13,1720
0.7,Good,E,VS2,58.7,63.0,5.69,5.73,3.35,2912
1.06,Ideal,G,VS2,61.3,57.0,6.56,6.58,4.03,6809
1.02,Premium,G,SI2,62.5,58.0,6.42,6.34,3.99,3656
0.7,Ideal,E,SI2,62.1,56.0,5.65,5.68,3.52,2453
0.74,Ideal,F,VS1,62.3,56.0,5.79,5.76,3.6,3170
0.38,Premium,D,VS1,61.9,60.0,4.62,4.66,2.87,1067
0.7,Very Good,H,SI1,61.5,57.0,5.64,5.68,3.48,2107
0.71,Premium,D,VS2,59.2,59.0,5.86,5.8,3.45,3161
1.05,Very Good,D,SI1,60.5,56.0,6.59,6.7,4.0,5821
0.36,Ideal,H,SI1,62.3,57.0,4.54,4.58,2.84,505
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,706
0.9,Very Good,D,SI1,61.5,58.0,6.15,6.21,3.8,4381
0.51,Ideal,F,VS1,60.2,56.0,5.22,5.24,3.15,1765
0.42,Ideal,D,VS2,61.5,55.0,4.83,4.86,2.98,961
1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,11003
0.6,Ideal,F,SI2,61.7,56.0,5.41,5.38,3.33,1562
0.42,Premium,E,VS1,62.2,59.0,4.79,4.76,2.97,1181
1.04,Very Good,I,SI2,59.6,57.0,6.6,6.62,3.94,3603
0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2907
0.5,Premium,F,VVS2,62.3,58.0,5.06,5.11,3.17,2052
1.1,Premium,F,I1,,61.0,6.7,6.65,3.99,3745
0.74,Ideal,H,VVS2,61.2,57.0,5.79,5.85,3.56,2961
0.26,Ideal,F,VS2,62.1,57.0,4.06,4.12,2.54,453
0.41,Premium,D,VVS2,62.2,58.0,4.78,4.8,2.98,1105
0.26,Very Good,G,VVS1,61.8,57.0,4.06,4.1,2.52,545
1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
0.41,Very Good,D,SI1,63.0,57.0,4.64,4.7,2.94,717
1.05,Premium,E,SI2,60.9,61.0,6.61,6.55,4.01,3951
0.33,Ideal,E,VS2,62.5,55.0,4.46,4.41,2.77,792
0.32,Ideal,H,VS2,61.2,56.0,4.42,4.44,2.71,523
1.02,Ideal,G,SI1,62.8,57.0,6.38,6.35,4.0,5055
0.41,Premium,E,VS1,60.7,59.0,4.77,4.79,2.9,964
0.39,Ideal,H,IF,61.9,55.6,4.68,4.7,2.91,1039
1.12,Ideal,F,VS1,62.1,54.0,6.66,6.73,4.16,9030
2.01,Fair,J,VS2,64.9,60.0,7.82,7.78,5.06,13744
1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,8170
0.32,Premium,G,VS1,62.1,55.0,4.44,4.41,2.75,828
1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983
1.12,Very Good,G,IF,60.9,57.0,6.68,6.79,4.1,8962
0.29,Ideal,J,VS1,61.8,56.0,4.23,4.26,2.62,435
0.3,Ideal,E,VS1,60.7,57.0,4.36,4.31,2.63,911
1.21,Premium,I,VS2,,59.0,6.77,6.67,4.21,4884
1.52,Premium,I,SI1,61.2,60.0,7.41,7.36,4.52,8299
0.31,Ideal,D,VS2,61.8,56.0,4.36,4.32,2.68,942
0.9,Good,D,SI2,60.3,64.0,6.1,6.14,3.69,3534
0.32,Ideal,F,VS1,61.3,55.0,4.43,4.46,2.72,676
1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86,6416
0.6,Ideal,E,SI1,61.5,56.0,5.51,5.39,3.35,1830
2.04,Very Good,J,VS2,62.4,57.0,8.04,8.19,5.06,13825
0.71,Premium,F,VS1,62.1,53.0,5.77,5.7,3.56,2961
0.32,Ideal,G,VS1,62.8,54.0,4.41,4.38,2.76,828
1.59,Ideal,J,SI1,62.4,55.0,7.45,7.48,4.66,8176
0.72,Ideal,D,SI1,61.7,55.0,5.77,5.8,3.57,3568
0.3,Ideal,H,VVS1,61.6,57.0,4.3,4.34,2.66,665
0.37,Ideal,E,VVS2,61.6,55.0,4.62,4.63,2.85,1162
1.0,Very Good,G,VS2,63.1,58.0,6.39,6.31,4.01,5723
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9551
1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89,3713
1.01,Premium,E,VS2,62.0,59.0,6.46,6.44,4.0,6787
0.9,Premium,F,SI1,61.4,55.0,6.18,6.16,3.79,4435
1.14,Ideal,D,VS1,59.8,57.0,6.83,6.74,4.06,9193
0.73,Ideal,E,SI1,60.5,57.0,5.85,5.88,3.55,2644
0.72,Ideal,H,VS2,62.0,56.0,5.8,5.74,3.58,2443
1.02,Ideal,F,VS2,61.5,57.0,6.48,6.5,3.99,6306
0.71,Very Good,E,VVS1,63.0,57.0,5.66,5.7,3.58,3808
1.65,Premium,G,SI1,61.0,58.0,7.66,7.62,4.66,11864
1.02,Ideal,D,SI1,62.2,56.0,6.43,6.47,4.0,6340
0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84,1053
1.25,Premium,I,VS1,59.4,60.0,7.1,7.03,4.2,5331
1.27,Ideal,H,SI1,61.7,57.0,6.95,6.93,4.28,6635
0.7,Very Good,J,SI2,63.6,56.0,5.57,5.63,3.56,1609
0.4,Ideal,G,SI2,60.6,56.0,4.82,4.76,2.91,870
1.03,Ideal,D,SI2,61.8,54.0,6.52,6.46,4.01,5105
0.58,Good,E,VS1,58.6,64.0,5.4,5.46,3.18,2185
0.64,Very Good,D,VS2,62.2,58.0,5.49,5.54,3.43,2297
1.06,Ideal,H,VS2,62.3,53.0,6.58,6.56,4.09,6619
1.26,Good,J,VS2,63.2,57.3,6.81,6.86,4.32,5211
0.23,Very Good,E,VVS2,62.5,55.0,3.94,3.96,2.47,505
0.3,Premium,I,VVS1,61.1,59.0,4.33,4.31,2.64,709
0.41,Premium,F,VS1,61.1,58.0,4.78,4.74,2.91,1076
1.56,Ideal,F,SI1,61.2,57.0,7.48,7.52,4.59,11047
0.73,Ideal,I,VS2,62.1,54.0,5.79,5.8,3.6,2327
0.32,Premium,G,IF,62.0,60.0,4.37,4.41,2.72,954
1.25,Premium,H,SI2,62.1,58.0,6.93,6.86,4.28,5950
0.44,Premium,G,SI1,60.1,60.0,4.95,4.86,2.95,990
1.01,Ideal,H,VS1,59.8,59.0,6.52,6.56,3.91,5550
0.33,Ideal,H,VVS2,60.9,57.0,4.52,4.48,2.74,854
0.73,Ideal,E,SI1,62.8,57.0,5.73,5.74,3.6,2728
0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95,1079
1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058
0.31,Premium,G,VS2,61.2,58.0,4.32,4.37,2.66,544
0.33,Premium,E,VS2,61.1,59.0,4.45,4.49,2.73,723
0.97,Good,I,VS2,64.5,61.0,6.16,6.21,3.99,4355
0.4,Very Good,H,VS2,59.1,61.0,4.81,4.84,2.85,737
0.46,Premium,E,VS1,62.0,58.0,4.98,4.95,3.08,1355
0.38,Premium,D,VS1,62.4,59.0,4.6,4.63,2.88,1067
0.65,Premium,F,VS2,59.6,58.0,5.65,5.62,3.36,1970
0.41,Ideal,E,VS1,62.0,54.0,4.79,4.76,2.96,1153
0.54,Ideal,E,SI2,60.4,57.0,5.27,5.3,3.19,1266
1.5,Ideal,I,SI1,61.8,57.0,7.3,7.34,4.53,8907
1.09,Good,H,SI1,63.6,56.0,6.53,6.56,4.16,4920
1.1,Ideal,F,SI1,61.4,55.0,6.65,6.68,4.09,6146
1.01,Premium,G,VVS2,60.7,58.0,6.52,6.49,3.95,7862
